time; pid; rtt; vtt 
2024-06-11 13:11:08,117; 38804; 608681984.00; 4604592128.00
2024-06-11 13:11:08,127; 38804; 608870400.00; 4604592128.00
2024-06-11 13:11:08,135; 38804; 613908480.00; 4604592128.00
2024-06-11 13:11:08,143; 38804; 614555648.00; 4604592128.00
2024-06-11 13:11:08,149; 38804; 614633472.00; 4604592128.00
2024-06-11 13:11:08,154; 38804; 614719488.00; 4604592128.00
2024-06-11 13:11:08,159; 38804; 614817792.00; 4604592128.00
2024-06-11 13:11:08,165; 38804; 614907904.00; 4604592128.00
2024-06-11 13:11:08,169; 38804; 614907904.00; 4604592128.00
2024-06-11 13:11:08,174; 38804; 615096320.00; 4604592128.00
2024-06-11 13:11:08,179; 38804; 615161856.00; 4604592128.00
2024-06-11 13:11:08,184; 38804; 615202816.00; 4604592128.00
2024-06-11 13:11:08,189; 38804; 615305216.00; 4604592128.00
2024-06-11 13:11:08,195; 38804; 615411712.00; 4604592128.00
2024-06-11 13:11:08,199; 38804; 615510016.00; 4604592128.00
2024-06-11 13:11:08,204; 38804; 615510016.00; 4604592128.00
2024-06-11 13:11:08,208; 38804; 615612416.00; 4604592128.00
2024-06-11 13:11:08,213; 38804; 615858176.00; 4604592128.00
2024-06-11 13:11:08,217; 38804; 616099840.00; 4604592128.00
2024-06-11 13:11:08,222; 38804; 616210432.00; 4604592128.00
2024-06-11 13:11:08,226; 38804; 616333312.00; 4604592128.00
2024-06-11 13:11:08,230; 38804; 616452096.00; 4604592128.00
2024-06-11 13:11:08,239; 38804; 616628224.00; 4604592128.00
2024-06-11 13:11:08,253; 38804; 616824832.00; 4604592128.00
2024-06-11 13:11:08,260; 38804; 616939520.00; 4604592128.00
2024-06-11 13:11:08,266; 38804; 617037824.00; 4604592128.00
2024-06-11 13:11:08,273; 38804; 617238528.00; 4604592128.00
2024-06-11 13:11:08,277; 38804; 617328640.00; 4604592128.00
2024-06-11 13:11:08,282; 38804; 617328640.00; 4604592128.00
2024-06-11 13:11:08,286; 38804; 617328640.00; 4604592128.00
2024-06-11 13:11:08,290; 38804; 617418752.00; 4604592128.00
2024-06-11 13:11:08,299; 38804; 617607168.00; 4604592128.00
2024-06-11 13:11:08,307; 38804; 617738240.00; 4604592128.00
2024-06-11 13:11:08,314; 38804; 617881600.00; 4604592128.00
2024-06-11 13:11:08,319; 38804; 618037248.00; 4604592128.00
2024-06-11 13:11:08,324; 38804; 618115072.00; 4604592128.00
2024-06-11 13:11:08,329; 38804; 618242048.00; 4604592128.00
2024-06-11 13:11:08,333; 38804; 618242048.00; 4604592128.00
2024-06-11 13:11:08,338; 38804; 618348544.00; 4604592128.00
2024-06-11 13:11:08,342; 38804; 618463232.00; 4604592128.00
2024-06-11 13:11:08,346; 38804; 618545152.00; 4604592128.00
2024-06-11 13:11:08,350; 38804; 618545152.00; 4604592128.00
2024-06-11 13:11:08,354; 38804; 618688512.00; 4604592128.00
2024-06-11 13:11:08,358; 38804; 618688512.00; 4604592128.00
2024-06-11 13:11:08,361; 38804; 618688512.00; 4604592128.00
2024-06-11 13:11:08,365; 38804; 618688512.00; 4604592128.00
2024-06-11 13:11:08,369; 38804; 618688512.00; 4604592128.00
2024-06-11 13:11:08,373; 38804; 618688512.00; 4604592128.00
2024-06-11 13:11:08,376; 38804; 618688512.00; 4604592128.00
2024-06-11 13:11:08,380; 38804; 618754048.00; 4604592128.00
2024-06-11 13:11:08,384; 38804; 618754048.00; 4604592128.00
2024-06-11 13:11:08,393; 38804; 618754048.00; 4604592128.00
2024-06-11 13:11:08,402; 38804; 618754048.00; 4604592128.00
2024-06-11 13:11:08,410; 38804; 618754048.00; 4604592128.00
2024-06-11 13:11:08,417; 38804; 618754048.00; 4604592128.00
2024-06-11 13:11:08,423; 38804; 618999808.00; 4604592128.00
2024-06-11 13:11:08,428; 38804; 619085824.00; 4604592128.00
2024-06-11 13:11:08,433; 38804; 619085824.00; 4604592128.00
2024-06-11 13:11:08,437; 38804; 619192320.00; 4672753664.00
2024-06-11 13:11:08,441; 38804; 619294720.00; 4672753664.00
2024-06-11 13:11:08,446; 38804; 619474944.00; 4672753664.00
2024-06-11 13:11:08,450; 38804; 619474944.00; 4672753664.00
2024-06-11 13:11:08,454; 38804; 619573248.00; 4672753664.00
2024-06-11 13:11:08,458; 38804; 619601920.00; 4672753664.00
2024-06-11 13:11:08,466; 38804; 619737088.00; 4672753664.00
2024-06-11 13:11:08,470; 38804; 619868160.00; 4672753664.00
2024-06-11 13:11:08,474; 38804; 619950080.00; 4672753664.00
2024-06-11 13:11:08,479; 38804; 619950080.00; 4672753664.00
2024-06-11 13:11:08,483; 38804; 620122112.00; 4673806336.00
2024-06-11 13:11:08,487; 38804; 620187648.00; 4740915200.00
2024-06-11 13:11:08,491; 38804; 620486656.00; 4740915200.00
2024-06-11 13:11:08,496; 38804; 620486656.00; 4740915200.00
2024-06-11 13:11:08,500; 38804; 620486656.00; 4740915200.00
2024-06-11 13:11:08,516; 38804; 621142016.00; 4740915200.00
2024-06-11 13:11:08,520; 38804; 621215744.00; 4740915200.00
2024-06-11 13:11:08,525; 38804; 621215744.00; 4740915200.00
2024-06-11 13:11:08,530; 38804; 621383680.00; 4740915200.00
2024-06-11 13:11:08,534; 38804; 621383680.00; 4740915200.00
2024-06-11 13:11:08,547; 38804; 621707264.00; 4740915200.00
2024-06-11 13:11:08,556; 38804; 621953024.00; 4740915200.00
2024-06-11 13:11:08,560; 38804; 622006272.00; 4740915200.00
2024-06-11 13:11:08,569; 38804; 622321664.00; 4740915200.00
2024-06-11 13:11:08,573; 38804; 622321664.00; 4740915200.00
2024-06-11 13:11:08,580; 38804; 622731264.00; 4740915200.00
2024-06-11 13:11:08,587; 38804; 623046656.00; 4740915200.00
2024-06-11 13:11:08,594; 38804; 623366144.00; 4740915200.00
2024-06-11 13:11:08,600; 38804; 623452160.00; 4740915200.00
2024-06-11 13:11:08,606; 38804; 623611904.00; 4740915200.00
2024-06-11 13:11:08,616; 38804; 623738880.00; 4740915200.00
2024-06-11 13:11:08,621; 38804; 623738880.00; 4740915200.00
2024-06-11 13:11:08,628; 38804; 623902720.00; 4740915200.00
2024-06-11 13:11:08,636; 38804; 624930816.00; 4740915200.00
2024-06-11 13:11:08,640; 38804; 624930816.00; 4740915200.00
2024-06-11 13:11:08,651; 38804; 625025024.00; 4740915200.00
2024-06-11 13:11:08,655; 38804; 625123328.00; 4740915200.00
2024-06-11 13:11:08,660; 38804; 625123328.00; 4740915200.00
2024-06-11 13:11:08,672; 38804; 625754112.00; 4740915200.00
2024-06-11 13:11:08,676; 38804; 625840128.00; 4740915200.00
2024-06-11 13:11:08,681; 38804; 625913856.00; 4740915200.00
2024-06-11 13:11:08,688; 38804; 626135040.00; 4740915200.00
2024-06-11 13:11:08,692; 38804; 626298880.00; 4740915200.00
2024-06-11 13:11:08,696; 38804; 626376704.00; 4740915200.00
2024-06-11 13:11:08,713; 38804; 627290112.00; 4740915200.00
2024-06-11 13:11:08,717; 38804; 627417088.00; 4740915200.00
2024-06-11 13:11:08,722; 38804; 627494912.00; 4740915200.00
2024-06-11 13:11:08,727; 38804; 627494912.00; 4740915200.00
2024-06-11 13:11:08,732; 38804; 627716096.00; 4740915200.00
2024-06-11 13:11:08,740; 38804; 628068352.00; 4741062656.00
2024-06-11 13:11:08,744; 38804; 628142080.00; 4741062656.00
2024-06-11 13:11:08,749; 38804; 628228096.00; 4741062656.00
2024-06-11 13:11:08,754; 38804; 628228096.00; 4741062656.00
2024-06-11 13:11:08,763; 38804; 628555776.00; 4741083136.00
2024-06-11 13:11:08,767; 38804; 628555776.00; 4741083136.00
2024-06-11 13:11:08,783; 38804; 629219328.00; 4741083136.00
2024-06-11 13:11:08,788; 38804; 629313536.00; 4741083136.00
2024-06-11 13:11:08,792; 38804; 629587968.00; 4741083136.00
2024-06-11 13:11:08,797; 38804; 630022144.00; 4741083136.00
2024-06-11 13:11:08,805; 38804; 630329344.00; 4741083136.00
2024-06-11 13:11:08,815; 38804; 630689792.00; 4741083136.00
2024-06-11 13:11:08,821; 38804; 630689792.00; 4741083136.00
2024-06-11 13:11:08,831; 38804; 630788096.00; 4741083136.00
2024-06-11 13:11:08,840; 38804; 630870016.00; 4741083136.00
2024-06-11 13:11:08,844; 38804; 630870016.00; 4741083136.00
2024-06-11 13:11:08,855; 38804; 631226368.00; 4741083136.00
2024-06-11 13:11:08,859; 38804; 631312384.00; 4741083136.00
2024-06-11 13:11:08,863; 38804; 631463936.00; 4741083136.00
2024-06-11 13:11:08,871; 38804; 631631872.00; 4741083136.00
2024-06-11 13:11:08,876; 38804; 631787520.00; 4741083136.00
2024-06-11 13:11:08,885; 38804; 632025088.00; 4741083136.00
2024-06-11 13:11:08,889; 38804; 632025088.00; 4741083136.00
2024-06-11 13:11:08,893; 38804; 632164352.00; 4741083136.00
2024-06-11 13:11:08,902; 38804; 632246272.00; 4741083136.00
2024-06-11 13:11:08,911; 38804; 632315904.00; 4741083136.00
2024-06-11 13:11:08,920; 38804; 632389632.00; 4742135808.00
2024-06-11 13:11:08,927; 38804; 632487936.00; 4809244672.00
2024-06-11 13:11:08,933; 38804; 632487936.00; 4809244672.00
2024-06-11 13:11:08,938; 38804; 632487936.00; 4809244672.00
2024-06-11 13:11:08,942; 38804; 632487936.00; 4809244672.00
2024-06-11 13:11:08,946; 38804; 632565760.00; 4809244672.00
2024-06-11 13:11:08,951; 38804; 632754176.00; 4809244672.00
2024-06-11 13:11:08,955; 38804; 632754176.00; 4809244672.00
2024-06-11 13:11:08,959; 38804; 632848384.00; 4809244672.00
2024-06-11 13:11:08,963; 38804; 632848384.00; 4809244672.00
2024-06-11 13:11:08,967; 38804; 632905728.00; 4809244672.00
2024-06-11 13:11:08,971; 38804; 632905728.00; 4809244672.00
2024-06-11 13:11:08,980; 38804; 633061376.00; 4809244672.00
2024-06-11 13:11:08,987; 38804; 633159680.00; 4809244672.00
2024-06-11 13:11:08,997; 38804; 633278464.00; 4809244672.00
2024-06-11 13:11:09,004; 38804; 633278464.00; 4809244672.00
2024-06-11 13:11:09,011; 38804; 633278464.00; 4809244672.00
2024-06-11 13:11:09,017; 38804; 633364480.00; 4809244672.00
2024-06-11 13:11:09,022; 38804; 633581568.00; 4809244672.00
2024-06-11 13:11:09,027; 38804; 633581568.00; 4809244672.00
2024-06-11 13:11:09,031; 38804; 633581568.00; 4809244672.00
2024-06-11 13:11:09,036; 38804; 633581568.00; 4809244672.00
2024-06-11 13:11:09,040; 38804; 633647104.00; 4809244672.00
2024-06-11 13:11:09,044; 38804; 633647104.00; 4809244672.00
2024-06-11 13:11:09,048; 38804; 633647104.00; 4809244672.00
2024-06-11 13:11:09,055; 38804; 633700352.00; 4809244672.00
2024-06-11 13:11:09,061; 38804; 633700352.00; 4809244672.00
2024-06-11 13:11:09,067; 38804; 633786368.00; 4809244672.00
2024-06-11 13:11:09,072; 38804; 633880576.00; 4809244672.00
2024-06-11 13:11:09,077; 38804; 633880576.00; 4809244672.00
2024-06-11 13:11:09,082; 38804; 633880576.00; 4809244672.00
2024-06-11 13:11:09,086; 38804; 633942016.00; 4809244672.00
2024-06-11 13:11:09,090; 38804; 633942016.00; 4809244672.00
2024-06-11 13:11:09,095; 38804; 634003456.00; 4809244672.00
2024-06-11 13:11:09,099; 38804; 634003456.00; 4809244672.00
2024-06-11 13:11:09,103; 38804; 634003456.00; 4809244672.00
2024-06-11 13:11:09,107; 38804; 634032128.00; 4809244672.00
2024-06-11 13:11:09,111; 38804; 634032128.00; 4809244672.00
2024-06-11 13:11:09,115; 38804; 634032128.00; 4809244672.00
2024-06-11 13:11:09,119; 38804; 634097664.00; 4809244672.00
2024-06-11 13:11:09,123; 38804; 634097664.00; 4809244672.00
2024-06-11 13:11:09,127; 38804; 634097664.00; 4809244672.00
2024-06-11 13:11:09,137; 38804; 634171392.00; 4809244672.00
2024-06-11 13:11:09,144; 38804; 634171392.00; 4809244672.00
2024-06-11 13:11:09,151; 38804; 634216448.00; 4809244672.00
2024-06-11 13:11:09,156; 38804; 634245120.00; 4809244672.00
2024-06-11 13:11:09,161; 38804; 634245120.00; 4809244672.00
2024-06-11 13:11:09,166; 38804; 634245120.00; 4809244672.00
2024-06-11 13:11:09,170; 38804; 634245120.00; 4809244672.00
2024-06-11 13:11:09,174; 38804; 634245120.00; 4809244672.00
2024-06-11 13:11:09,178; 38804; 634245120.00; 4809244672.00
2024-06-11 13:11:09,183; 38804; 634245120.00; 4809244672.00
2024-06-11 13:11:09,187; 38804; 634245120.00; 4809244672.00
2024-06-11 13:11:09,191; 38804; 634335232.00; 4809244672.00
2024-06-11 13:11:09,196; 38804; 634335232.00; 4809244672.00
2024-06-11 13:11:09,200; 38804; 634335232.00; 4809244672.00
2024-06-11 13:11:09,204; 38804; 634335232.00; 4809244672.00
2024-06-11 13:11:09,208; 38804; 634413056.00; 4809244672.00
2024-06-11 13:11:09,212; 38804; 634650624.00; 4809244672.00
2024-06-11 13:11:09,222; 38804; 634650624.00; 4809244672.00
2024-06-11 13:11:09,230; 38804; 634650624.00; 4809244672.00
2024-06-11 13:11:09,237; 38804; 634650624.00; 4809244672.00
2024-06-11 13:11:09,243; 38804; 634728448.00; 4809244672.00
2024-06-11 13:11:09,248; 38804; 634814464.00; 4809244672.00
2024-06-11 13:11:09,253; 38804; 634896384.00; 4809244672.00
2024-06-11 13:11:09,257; 38804; 634961920.00; 4809244672.00
2024-06-11 13:11:09,261; 38804; 635002880.00; 4809244672.00
2024-06-11 13:11:09,266; 38804; 635027456.00; 4809244672.00
2024-06-11 13:11:09,270; 38804; 635101184.00; 4809244672.00
2024-06-11 13:11:09,274; 38804; 635101184.00; 4809244672.00
2024-06-11 13:11:09,278; 38804; 635277312.00; 4809244672.00
2024-06-11 13:11:09,282; 38804; 635277312.00; 4809244672.00
2024-06-11 13:11:09,286; 38804; 635277312.00; 4809244672.00
2024-06-11 13:11:09,290; 38804; 635277312.00; 4809244672.00
2024-06-11 13:11:09,300; 38804; 635277312.00; 4809244672.00
2024-06-11 13:11:09,309; 38804; 635277312.00; 4809244672.00
2024-06-11 13:11:09,317; 38804; 635277312.00; 4809244672.00
2024-06-11 13:11:09,324; 38804; 635277312.00; 4809244672.00
2024-06-11 13:11:09,329; 38804; 635351040.00; 4809244672.00
2024-06-11 13:11:09,334; 38804; 635351040.00; 4809244672.00
2024-06-11 13:11:09,339; 38804; 635351040.00; 4809244672.00
2024-06-11 13:11:09,348; 38804; 635351040.00; 4809244672.00
2024-06-11 13:11:09,356; 38804; 635351040.00; 4809244672.00
2024-06-11 13:11:09,363; 38804; 635351040.00; 4809244672.00
2024-06-11 13:11:09,369; 38804; 635351040.00; 4809244672.00
2024-06-11 13:11:09,374; 38804; 635424768.00; 4809244672.00
2024-06-11 13:11:09,384; 38804; 635424768.00; 4809244672.00
2024-06-11 13:11:09,392; 38804; 635424768.00; 4809244672.00
2024-06-11 13:11:09,399; 38804; 635424768.00; 4809244672.00
2024-06-11 13:11:09,405; 38804; 635494400.00; 4809244672.00
2024-06-11 13:11:09,410; 38804; 635494400.00; 4809244672.00
2024-06-11 13:11:09,415; 38804; 635494400.00; 4809244672.00
2024-06-11 13:11:09,419; 38804; 635494400.00; 4809244672.00
2024-06-11 13:11:09,424; 38804; 635494400.00; 4809244672.00
2024-06-11 13:11:09,428; 38804; 635494400.00; 4809244672.00
2024-06-11 13:11:09,432; 38804; 635568128.00; 4809244672.00
2024-06-11 13:11:09,436; 38804; 635568128.00; 4809244672.00
2024-06-11 13:11:09,440; 38804; 635568128.00; 4809244672.00
2024-06-11 13:11:09,443; 38804; 635568128.00; 4809244672.00
2024-06-11 13:11:09,447; 38804; 635613184.00; 4809244672.00
2024-06-11 13:11:09,451; 38804; 635613184.00; 4809244672.00
2024-06-11 13:11:09,456; 38804; 635613184.00; 4809244672.00
2024-06-11 13:11:09,460; 38804; 635613184.00; 4809244672.00
2024-06-11 13:11:09,465; 38804; 635613184.00; 4809244672.00
2024-06-11 13:11:09,470; 38804; 635613184.00; 4809244672.00
2024-06-11 13:11:09,474; 38804; 635613184.00; 4809244672.00
2024-06-11 13:11:09,484; 38804; 635613184.00; 4809244672.00
2024-06-11 13:11:09,492; 38804; 635613184.00; 4809244672.00
2024-06-11 13:11:09,499; 38804; 635785216.00; 4809244672.00
2024-06-11 13:11:09,505; 38804; 635883520.00; 4809244672.00
2024-06-11 13:11:09,510; 38804; 635883520.00; 4809244672.00
2024-06-11 13:11:09,515; 38804; 636035072.00; 4809244672.00
2024-06-11 13:11:09,520; 38804; 636096512.00; 4809244672.00
2024-06-11 13:11:09,524; 38804; 636186624.00; 4809244672.00
2024-06-11 13:11:09,528; 38804; 636276736.00; 4809244672.00
2024-06-11 13:11:09,532; 38804; 636276736.00; 4809244672.00
2024-06-11 13:11:09,536; 38804; 636383232.00; 4809244672.00
2024-06-11 13:11:09,540; 38804; 636600320.00; 4809244672.00
2024-06-11 13:11:09,544; 38804; 636600320.00; 4809244672.00
2024-06-11 13:11:09,548; 38804; 636682240.00; 4809244672.00
2024-06-11 13:11:09,553; 38804; 636899328.00; 4809244672.00
2024-06-11 13:11:09,557; 38804; 636989440.00; 4809244672.00
2024-06-11 13:11:09,561; 38804; 637091840.00; 4809244672.00
2024-06-11 13:11:09,566; 38804; 637091840.00; 4809244672.00
2024-06-11 13:11:09,570; 38804; 637198336.00; 4809244672.00
2024-06-11 13:11:09,574; 38804; 637272064.00; 4809244672.00
2024-06-11 13:11:09,578; 38804; 637272064.00; 4809244672.00
2024-06-11 13:11:09,582; 38804; 637394944.00; 4809244672.00
2024-06-11 13:11:09,586; 38804; 637566976.00; 4809244672.00
2024-06-11 13:11:09,590; 38804; 637566976.00; 4809244672.00
2024-06-11 13:11:09,594; 38804; 637661184.00; 4809244672.00
2024-06-11 13:11:09,598; 38804; 637661184.00; 4809244672.00
2024-06-11 13:11:09,603; 38804; 637755392.00; 4809244672.00
2024-06-11 13:11:09,607; 38804; 637878272.00; 4809244672.00
2024-06-11 13:11:09,611; 38804; 637947904.00; 4809244672.00
2024-06-11 13:11:09,615; 38804; 638042112.00; 4809244672.00
2024-06-11 13:11:09,619; 38804; 638140416.00; 4809244672.00
2024-06-11 13:11:09,623; 38804; 638140416.00; 4809244672.00
2024-06-11 13:11:09,627; 38804; 638271488.00; 4809244672.00
2024-06-11 13:11:09,632; 38804; 638357504.00; 4809244672.00
2024-06-11 13:11:09,636; 38804; 638451712.00; 4809244672.00
2024-06-11 13:11:09,640; 38804; 638574592.00; 4809244672.00
2024-06-11 13:11:09,644; 38804; 638664704.00; 4809244672.00
2024-06-11 13:11:09,648; 38804; 638664704.00; 4809244672.00
2024-06-11 13:11:09,652; 38804; 638775296.00; 4809244672.00
2024-06-11 13:11:09,656; 38804; 638861312.00; 4809244672.00
2024-06-11 13:11:09,660; 38804; 638955520.00; 4809244672.00
2024-06-11 13:11:09,664; 38804; 639041536.00; 4809244672.00
2024-06-11 13:11:09,669; 38804; 639197184.00; 4809244672.00
2024-06-11 13:11:09,673; 38804; 639348736.00; 4809244672.00
2024-06-11 13:11:09,677; 38804; 639426560.00; 4809244672.00
2024-06-11 13:11:09,682; 38804; 639520768.00; 4809244672.00
2024-06-11 13:11:09,686; 38804; 639520768.00; 4809244672.00
2024-06-11 13:11:09,690; 38804; 639520768.00; 4809244672.00
2024-06-11 13:11:09,696; 38804; 639815680.00; 4809244672.00
2024-06-11 13:11:09,702; 38804; 639889408.00; 4809244672.00
2024-06-11 13:11:09,707; 38804; 639967232.00; 4809244672.00
2024-06-11 13:11:09,712; 38804; 640040960.00; 4809244672.00
2024-06-11 13:11:09,716; 38804; 640122880.00; 4809244672.00
2024-06-11 13:11:09,720; 38804; 640143360.00; 4809244672.00
2024-06-11 13:11:09,729; 38804; 640225280.00; 4809244672.00
2024-06-11 13:11:09,734; 38804; 640303104.00; 4809244672.00
2024-06-11 13:11:09,738; 38804; 640421888.00; 4809244672.00
2024-06-11 13:11:09,743; 38804; 640520192.00; 4809244672.00
2024-06-11 13:11:09,752; 38804; 640610304.00; 4809244672.00
2024-06-11 13:11:09,757; 38804; 640712704.00; 4810297344.00
2024-06-11 13:11:09,762; 38804; 640712704.00; 4811350016.00
2024-06-11 13:11:09,769; 38804; 640712704.00; 4812402688.00
2024-06-11 13:11:09,779; 38804; 640872448.00; 4812402688.00
2024-06-11 13:11:09,786; 38804; 641048576.00; 4812402688.00
2024-06-11 13:11:09,800; 38804; 641048576.00; 4812402688.00
2024-06-11 13:11:09,807; 38804; 641048576.00; 4812402688.00
2024-06-11 13:11:09,813; 38804; 641048576.00; 4812402688.00
2024-06-11 13:11:09,817; 38804; 641048576.00; 4812402688.00
2024-06-11 13:11:09,829; 38804; 641048576.00; 4812402688.00
2024-06-11 13:11:09,844; 38804; 641048576.00; 4812402688.00
2024-06-11 13:11:09,849; 38804; 641048576.00; 4812402688.00
2024-06-11 13:11:09,855; 38804; 641048576.00; 4812402688.00
2024-06-11 13:11:09,874; 38804; 641118208.00; 4812402688.00
2024-06-11 13:11:09,878; 38804; 641118208.00; 4812402688.00
2024-06-11 13:11:09,888; 38804; 641261568.00; 4812402688.00
2024-06-11 13:11:09,896; 38804; 641327104.00; 4812402688.00
2024-06-11 13:11:09,912; 38804; 644833280.00; 4812402688.00
2024-06-11 13:11:09,916; 38804; 645025792.00; 4812402688.00
2024-06-11 13:11:09,921; 38804; 645025792.00; 4812402688.00
2024-06-11 13:11:09,925; 38804; 645025792.00; 4812402688.00
2024-06-11 13:11:09,932; 38804; 645103616.00; 4812402688.00
2024-06-11 13:11:09,936; 38804; 645103616.00; 4812402688.00
2024-06-11 13:11:09,944; 38804; 645181440.00; 4812402688.00
2024-06-11 13:11:09,956; 38804; 645251072.00; 4812402688.00
2024-06-11 13:11:09,960; 38804; 646873088.00; 4812402688.00
2024-06-11 13:11:09,965; 38804; 646873088.00; 4812402688.00
2024-06-11 13:11:09,969; 38804; 646873088.00; 4812402688.00
2024-06-11 13:11:09,984; 38804; 648495104.00; 4812402688.00
2024-06-11 13:11:09,988; 38804; 648495104.00; 4812402688.00
2024-06-11 13:11:09,993; 38804; 648556544.00; 4812402688.00
2024-06-11 13:11:09,997; 38804; 648556544.00; 4812402688.00
2024-06-11 13:11:10,012; 38804; 648556544.00; 4812402688.00
2024-06-11 13:11:10,016; 38804; 648556544.00; 4812402688.00
2024-06-11 13:11:10,021; 38804; 648556544.00; 4812402688.00
2024-06-11 13:11:10,025; 38804; 648667136.00; 4812402688.00
2024-06-11 13:11:10,032; 38804; 648867840.00; 4812402688.00
2024-06-11 13:11:10,040; 38804; 648867840.00; 4812402688.00
2024-06-11 13:11:10,044; 38804; 648867840.00; 4812402688.00
2024-06-11 13:11:10,052; 38804; 648867840.00; 4812402688.00
2024-06-11 13:11:10,066; 38804; 649105408.00; 4812402688.00
2024-06-11 13:11:10,070; 38804; 649105408.00; 4812537856.00
2024-06-11 13:11:10,075; 38804; 649105408.00; 4812537856.00
2024-06-11 13:11:10,079; 38804; 649207808.00; 4812537856.00
2024-06-11 13:11:10,083; 38804; 649207808.00; 4812537856.00
2024-06-11 13:11:10,088; 38804; 649310208.00; 4812537856.00
2024-06-11 13:11:10,092; 38804; 649310208.00; 4812537856.00
2024-06-11 13:11:10,096; 38804; 649396224.00; 4812537856.00
2024-06-11 13:11:10,100; 38804; 649502720.00; 4812537856.00
2024-06-11 13:11:10,104; 38804; 649695232.00; 4812537856.00
2024-06-11 13:11:10,109; 38804; 649695232.00; 4812537856.00
2024-06-11 13:11:10,113; 38804; 649805824.00; 4812537856.00
2024-06-11 13:11:10,117; 38804; 649859072.00; 4812537856.00
2024-06-11 13:11:10,122; 38804; 649859072.00; 4812537856.00
2024-06-11 13:11:10,126; 38804; 649859072.00; 4812537856.00
2024-06-11 13:11:10,130; 38804; 649940992.00; 4812537856.00
2024-06-11 13:11:10,134; 38804; 649940992.00; 4812537856.00
2024-06-11 13:11:10,139; 38804; 649940992.00; 4812537856.00
2024-06-11 13:11:10,143; 38804; 649940992.00; 4812537856.00
2024-06-11 13:11:10,148; 38804; 649940992.00; 4812537856.00
2024-06-11 13:11:10,161; 38804; 650031104.00; 4812537856.00
2024-06-11 13:11:10,170; 38804; 650031104.00; 4812537856.00
2024-06-11 13:11:10,180; 38804; 650031104.00; 4812537856.00
2024-06-11 13:11:10,187; 38804; 650108928.00; 4812537856.00
2024-06-11 13:11:10,194; 38804; 650108928.00; 4812537856.00
2024-06-11 13:11:10,198; 38804; 650375168.00; 4812537856.00
2024-06-11 13:11:10,203; 38804; 650375168.00; 4812537856.00
2024-06-11 13:11:10,210; 38804; 650375168.00; 4812537856.00
2024-06-11 13:11:10,216; 38804; 650375168.00; 4812537856.00
2024-06-11 13:11:10,241; 38804; 650674176.00; 4812537856.00
2024-06-11 13:11:10,246; 38804; 650674176.00; 4812537856.00
2024-06-11 13:11:10,252; 38804; 650772480.00; 4812537856.00
2024-06-11 13:11:10,261; 38804; 650842112.00; 4812537856.00
2024-06-11 13:11:10,265; 38804; 650842112.00; 4812537856.00
2024-06-11 13:11:10,270; 38804; 650842112.00; 4812537856.00
2024-06-11 13:11:10,280; 38804; 650911744.00; 4812537856.00
2024-06-11 13:11:10,288; 38804; 650911744.00; 4812537856.00
2024-06-11 13:11:10,293; 38804; 650911744.00; 4812537856.00
2024-06-11 13:11:10,309; 38804; 650985472.00; 4812537856.00
2024-06-11 13:11:10,321; 38804; 651091968.00; 4812537856.00
2024-06-11 13:11:10,337; 38804; 651091968.00; 4812537856.00
2024-06-11 13:11:10,344; 38804; 651223040.00; 4812537856.00
2024-06-11 13:11:10,349; 38804; 651223040.00; 4812537856.00
2024-06-11 13:11:10,353; 38804; 651223040.00; 4812537856.00
2024-06-11 13:11:10,358; 38804; 651223040.00; 4812537856.00
2024-06-11 13:11:10,362; 38804; 651259904.00; 4812537856.00
2024-06-11 13:11:10,367; 38804; 651259904.00; 4812537856.00
2024-06-11 13:11:10,372; 38804; 651259904.00; 4812537856.00
2024-06-11 13:11:10,376; 38804; 651259904.00; 4812537856.00
2024-06-11 13:11:10,380; 38804; 651374592.00; 4812537856.00
2024-06-11 13:11:10,384; 38804; 651374592.00; 4812537856.00
2024-06-11 13:11:10,392; 38804; 651468800.00; 4812537856.00
2024-06-11 13:11:10,399; 38804; 651468800.00; 4812537856.00
2024-06-11 13:11:10,406; 38804; 651468800.00; 4812537856.00
2024-06-11 13:11:10,411; 38804; 651468800.00; 4812537856.00
2024-06-11 13:11:10,428; 38804; 651546624.00; 4812537856.00
2024-06-11 13:11:10,436; 38804; 651546624.00; 4812537856.00
2024-06-11 13:11:10,448; 38804; 651649024.00; 4812537856.00
2024-06-11 13:11:10,453; 38804; 651702272.00; 4812537856.00
2024-06-11 13:11:10,462; 38804; 651702272.00; 4812537856.00
2024-06-11 13:11:10,467; 38804; 651702272.00; 4812537856.00
2024-06-11 13:11:10,474; 38804; 651767808.00; 4812537856.00
2024-06-11 13:11:10,483; 38804; 651767808.00; 4812537856.00
2024-06-11 13:11:10,493; 38804; 651845632.00; 4812537856.00
2024-06-11 13:11:10,497; 38804; 651845632.00; 4812537856.00
2024-06-11 13:11:10,501; 38804; 651845632.00; 4812537856.00
2024-06-11 13:11:10,508; 38804; 651935744.00; 4812537856.00
2024-06-11 13:11:10,512; 38804; 651935744.00; 4812537856.00
2024-06-11 13:11:10,517; 38804; 651935744.00; 4812537856.00
2024-06-11 13:11:10,524; 38804; 651935744.00; 4812537856.00
2024-06-11 13:11:10,532; 38804; 652029952.00; 4812537856.00
2024-06-11 13:11:10,549; 38804; 652029952.00; 4812537856.00
2024-06-11 13:11:10,569; 38804; 652029952.00; 4812537856.00
